,Unnamed: 0,id,screen_name,description,created_at,location,is_verified,latest_following_count,latest_followers_count,latest_status_count,array_agg,num_tweets
521,521,814103950404239360,RepBrianMast,"Proud husband, father of 3 & Army veteran.  Humbly serving the 18th Congressional District of Florida. Please  contact me if you need assistance.",2016-12-28 13:41:21,,t,423,2173,190,"{congressperson,republican}",206.0
522,522,1064206014,TulsiPress,Aloha and welcome to the official Twitter page of Congresswoman Tulsi Gabbard (HI-02). Account managed by staff. Tulsi tweets signed TG.,2013-01-05 22:57:50,,t,1125,62850,2479,"{congressperson,democrat,democrat}",2491.0
523,523,229197216,RepDavid,Avid hiker and coffee enthusiast who is proud to represent Arizona's 6th Congressional District in the U.S. House of Representatives.,2010-12-21 19:48:02,Arizona,t,1935,16064,3268,"{congressperson,republican,republican}",3278.0
524,524,237862972,RepWalberg,"Proudly serving the Michigan 7th District, tweet at me or join the discussion on Facebook http://t.co/W4dgfpnMav",2011-01-13 20:26:26,MI 7th Congressional District,t,1070,12282,3255,"{congressperson,republican,republican}",3269.0
525,525,381152398,RepTerriSewell,"Proud to represent the 7th Congressional District of Alabama
https://t.co/xfWvIZSjrk",2011-09-27 20:47:50,"Washington, DC",t,2376,18814,3236,"{congressperson,democrat,democrat}",3253.0
526,526,2964949642,RepMcSally,Honored to represent the people of Arizona's Second Congressional District in the U.S House of Representatives.,2015-01-06 20:39:37,Southern Arizona,t,725,7618,1826,"{congressperson,republican,republican}",1846.0
527,527,18695134,SenatorMenendez,Proudly serving the State of New Jersey in the United States Senate.,2009-01-06 21:01:12,,t,712,95164,5092,"{democrat,senator,democrat}",3631.0
528,528,1058917562,RepDerekKilmer,Representing Washington's 6th District in the House of Representatives           FB: https://t.co/byKNKNH1UP,2013-01-03 22:15:02,,t,128,11815,1475,"{congressperson,democrat,democrat}",1481.0
529,529,28599820,RepDianaDeGette,"Member of Congress, Colorado's 1st Congressional District. Chief Deputy Whip & member of Energy and Commerce Committee.",2009-04-03 16:41:06,"Denver, CO",t,11451,23723,3036,"{congressperson,democrat,democrat}",3049.0
530,530,221792092,NitaLowey,Proudly representing NY's 17th District. RM on House Approps Committee (@AppropsDems). RTs/follows ≠ endorsements. Newsletter sign-up: https://t.co/JSmr63CIAQ,2010-12-01 16:36:35,"New York and Washington, D.C.",t,884,18905,2082,"{congressperson,democrat,democrat}",2092.0
531,531,811632636598910976,RepPaulMitchell,Official account for Congressman Paul Mitchell #MI10,2016-12-21 18:01:14,,t,165,1157,137,"{congressperson,republican}",141.0
532,532,305620929,Call_Me_Dutch,"U.S. Congressman serving Maryland's 2nd District. Member of House Appropriations Committee. Loves all things Baltimore esp. the Ravens, Orioles and crabs.",2011-05-26 14:39:08,"Washington, DC",t,1320,10466,2292,"{congressperson,democrat,democrat}",2306.0
533,533,242555999,SenWhitehouse,"U.S. Senator from #RhodeIsland, the Ocean State. Follows, RTs ≠ endorsement, but I look forward to listening to you.",2011-01-25 01:52:03,Rhode Island,t,1488,51327,4902,"{democrat,senator,democrat}",4056.0
534,534,242772524,RepFrankLucas,Fifth generation Oklahoman proudly representing the Third Congressional District of Oklahoma.,2011-01-25 15:24:07,,t,240,7090,616,"{congressperson,republican,republican}",618.0
535,535,2963445730,HurdOnTheHill,"San Antonio native, @TAMU grad, former undercover @CIA officer, cybersecurity expert, Chair of IT Subcommittee on @GOPOversight, also on @HouseHomeland & HPSCI",2015-01-06 04:27:18,#TX23,t,998,16497,3294,"{congressperson,republican,republican}",3335.0
536,536,22831059,CynthiaLummis,Proud to represent the people of Wyoming in the U.S. House of Representatives.,2009-03-04 20:44:59,Wyoming and Washington D.C.,t,6155,14367,1584,"{congressperson,republican}",1582.0
537,537,85396297,RepJoeCourtney,"U.S. Congressman proudly fighting for the residents of Connecticut’s 2nd Congressional District. https://t.co/qNiLbsYBdJ, Instagram: repjoecourtney",2009-10-26 19:45:09,"Vernon, CT",t,1922,17735,4384,"{congressperson,democrat,democrat}",3520.0
538,538,213634439,RepReneeEllmers,I am honored to serve the Second District of North Carolina in the United States Congress. Follow my work in Washington and #NC02.,2010-11-09 12:15:55,NC's Second District,t,6453,18460,7087,"{congressperson,republican}",3268.0
539,539,17544524,ToddRokita,"Todd Rokita, U.S. Representative of the 4th District of Indiana. Chairman of Subcommittee on Early Childhood, Elementary, and Secondary Education.",2008-11-21 20:10:51,Indiana,t,3424,15761,5363,"{congressperson,republican,republican}",3399.0
540,540,613725908,RepLanceNJ7,Official Twitter Account for Congressman Leonard Lance.  Proudly Representing New Jersey's 7th Congressional District.  http://t.co/uudCjpcv9f,2012-06-20 20:19:40,,t,321,9726,1405,"{congressperson,republican,republican}",1416.0
541,541,1009269193,RepLipinski,Proudly representing the people of Illinois' 3rd Congressional District. Follow me on Facebook at http://t.co/The2w76j,2012-12-13 17:03:06,,t,883,7262,1526,"{congressperson,democrat,democrat}",1528.0
542,542,806583915012046854,RepDrewFerguson,Proud to serve the good people of Georgia's 3rd District in Congress,2016-12-07 19:39:25,"West Point, GA",t,99,1194,175,"{congressperson,republican}",192.0
543,543,293131808,PattyMurray,Official account of U.S. Senator Patty Murray (D-WA) | Tweets come from staff unless signed “-PM” by Senator Murray | RT≠endorsement,2011-05-04 20:23:35,WA & DC,t,2169,97997,10352,"{senator,democrat,democrat}",4055.0
544,544,432676344,GKButterfield,"U. S. Representative, proudly serving North Carolina's 1st Congressional District. Follow my work in Washington and #NC01.",2011-12-09 17:17:22,,t,526,12660,2880,"{congressperson,democrat,democrat}",2901.0
546,546,1090002997,RepKirkpatrick,"Congresswoman Ann Kirkpatrick, Arizona's District One, is a member of the House Agriculture Committee and the Transportation & Infrastructure Committee.",2013-01-14 19:53:56,"Flagstaff, AZ",t,1087,11755,1895,"{congressperson,democrat}",1895.0
547,547,211901075,RepStutzman,,2010-11-04 16:00:16,"#IN03 / Washington, DC",t,278,8331,1083,"{congressperson,republican}",1083.0
548,548,231854033,GovPeterShumlin,81st Governor of Vermont. #vtforward,2010-12-29 17:02:05,"Montpelier, VT",t,1468,20242,7409,"{governor,democrat}",3267.0
549,549,221793778,RepScottRigell,"It is a privilege to serve and represent Virginia's
 2nd Congressional District.",2010-12-01 16:41:57,"Virginia Beach, VA",t,2681,16438,4653,"{congressperson,republican}",3215.0
550,550,55677432,BillCassidy,U.S. Senator for Louisiana,2009-07-10 22:02:55,"Baton Rouge, LA",t,1187,19422,4365,"{senator,republican,republican}",3599.0
552,552,148453195,RepBrady,Proudly representing Pennsylvania's 1st District in House of Representatives.  Born & Raised in Philadelphia.  Fighting for Equality and Democracy.,2010-05-26 18:53:52,Philly - Delco - DC,f,714,10720,659,"{congressperson,democrat,democrat}",661.0
553,553,193872188,RepVisclosky,"Tweets from the Office of Congressman Pete Visclosky, proudly representing the people of Indiana's First Congressional District. Policy: http://t.co/Wi81U7L5zE",2010-09-22 21:24:46,"Northwest, IN - Washington, DC",t,1077,8874,1677,"{congressperson,democrat,democrat}",1679.0
555,555,36948268,RepGutierrez,I fight for the American dream as a Member of Congress representing the 4th District of IL. More at: https://t.co/6Cv6glBAXt,2009-05-01 14:03:50,Chicago and DC,t,1390,65190,4401,"{congressperson,democrat,democrat}",3542.0
556,556,814179031956488192,CongressmanRaja,"Official Twitter account of Congressman   Raja Krishnamoorthi, representing Illinois' 8th Congressional District.",2016-12-28 18:39:42,"Schaumburg, IL",t,424,2507,287,"{congressperson,democrat}",311.0
557,557,18137749,ChrisVanHollen,"U.S. Senator, Maryland",2008-12-15 15:00:29,Maryland's 8th District,t,545,47027,2058,"{congressperson,democrat,senator,democrat}",2119.0
558,558,581141508,RepMarcyKaptur,Office of Congresswoman Marcy Kaptur. Longest serving woman in Congress and proudly representing Ohio's 9th District.,2012-05-15 16:57:51,,t,490,12394,2417,"{congressperson,democrat,democrat}",2449.0
559,559,816047090849746945,RepJasonLewis,"Proudly representing #MN02. 

Fighting for a better future for our kids and a government that works for you.",2017-01-02 22:22:42,,t,93,2164,172,"{congressperson,republican}",194.0
560,560,234937222,RepChrisGibson,"Congressman for New York's 19th Congressional District, Army Veteran, Member of the House Agriculture and Armed Services Committees",2011-01-06 23:23:12,"Kinderhook, NY",t,199,11154,1685,"{congressperson,republican}",1685.0
561,561,164007407,RepEliotEngel,Congressman representing parts of the Bronx and Westchester Counties in New York #NY16,2010-07-07 20:34:17,,t,743,17386,2552,"{congressperson,democrat,democrat}",2576.0
562,562,19407835,RepMikeCoffman,Proudly representing Colorado's Sixth Congressional District | @USMC Combat Vet | https://t.co/nZgpI9PAJp | Insta: @repmikecoffman | RTs/follow ≠ endorsement,2009-01-23 19:04:01,Colorado's 6th District,t,1555,23545,2537,"{congressperson,republican,republican}",2559.0
563,563,239949176,RepKarenBass,"Representing California's 37th District, which includes Los Angeles, South LA, and Culver City. https://t.co/XHzgMSAQAc",2011-01-18 20:25:36,Los Angeles & Washington,t,14610,44664,3376,"{congressperson,democrat,democrat}",3398.0
564,564,239871673,RepLouBarletta,Proudly representing Pennsylvania's 11th Congressional District.,2011-01-18 16:37:10,,t,1706,15134,1820,"{congressperson,republican,republican}",1827.0
565,565,20546536,InhofePress,Press Office of U.S. Senator Jim Inhofe (R-Okla.),2009-02-10 21:12:51,"Washington, D.C.",t,1373,13256,5968,"{senator,republican,republican}",3436.0
566,566,2968451607,RepBonnie,"Honored to serve the people of New Jersey's 12th CD. Wife, Mother, Grandmother. #NJ12. Co-Chair of @CBWGCaucus. Tweets from Bonnie signed -BWC.",2015-01-08 20:18:16,New Jersey ,t,401,7363,2673,"{congressperson,democrat,democrat}",2715.0
567,567,37920978,RepGoodlatte,Proudly representing the Sixth Congressional District of Virginia in the U.S. House of Representatives. Chair of @HouseJudiciary. #VA06,2009-05-05 13:18:55,"Roanoke, VA",t,529,27820,5170,"{congressperson,republican,republican}",3513.0
568,568,74508260,BillPascrell,"Representing the 9th District of New Jersey in the House of Representatives. Member, Ways & Means Committee; Ranking Democrat, Ways & Means Trade Subcommittee.",2009-09-15 17:54:32,"Paterson, NJ",t,2609,19105,1773,"{congressperson,democrat,democrat}",1842.0
569,569,806906355214852096,RepRaskin,Proudly serving #MD08. Member of @HouseJudDems @OversightDems @HouseAdm_Dems @USProgressives. https://t.co/SVhVejROog,2016-12-08 17:00:41,Maryland's 8th District,t,440,11555,1040,"{congressperson,democrat}",1117.0
570,570,14984637,chelliepingree,"Farmer, mother, Maine islander, Member of Congress, lover of root vegetables",2008-06-02 20:29:56,Maine -- the best place to be!,t,568,18533,2455,"{congressperson,democrat,democrat}",2483.0
571,571,29442313,SenSanders,"Sen. Bernie Sanders is the longest serving independent in congressional history. Tweets ending in -B are from Bernie, and all others are from a staffer.",2009-04-07 13:02:35,Vermont/DC,t,2001,4723978,16533,"{senator,independent}",4237.0
572,572,816833925456789505,RepBarragan,Official account. Honored to represent California's 44th Congressional District #CA44. Member of the @HispanicCaucus @USProgressives  @Dodgers fan.,2017-01-05 02:29:18,"San Pedro, CA & Washington, DC",t,317,3394,573,"{congressperson,democrat}",615.0
573,573,402719755,MarkAmodeiNV2,Proudly representing Nevada's 2nd District,2011-11-01 13:43:55,"Carson City, NV",t,1761,9339,1127,"{congressperson,republican,republican}",1127.0
574,574,234053893,RepRibble,"Just a private citizen who for a while looked behind the curtain of government. Husband, father, grandfather. These are the titles of life.",2011-01-04 18:55:59,"Appleton, WI",t,1898,10722,2647,"{congressperson,republican}",2659.0
575,575,1880674038,USRepKCastor,Tampa Bay's Congresswoman 🇺🇸,2013-09-18 20:03:57,,t,2551,7168,3066,"{congressperson,democrat,democrat}",3093.0
576,576,7713202,SpeakerBoehner,Official Twitter account for former U.S. House Speaker John Boehner (R-OH),2007-07-25 14:42:33,,t,7503,1372600,22671,"{republican,congressperson,republican}",3235.0
577,577,1055907624,RepJoeKennedy,"Official Twitter account of Congressman Joe Kennedy III, representing Massachusetts' 4th Congressional District.",2013-01-02 19:33:36,,t,635,75634,3189,"{congressperson,democrat,democrat}",3212.0
578,578,2914571740,RepMikeBishop,Official account for Congressman Mike Bishop #MI08. Proudly serving on the tax-writing @WaysandMeansGOP.,2014-12-10 22:19:34,"Rochester, MI",t,686,6633,1324,"{congressperson,republican,republican}",1327.0
579,579,312134473,RepLindaSanchez,I work for CA-38. Vice Chair @HouseDemocrats. Fmr. @HispanicCaucus Chair. Serve on the @WaysMeansCmte. Die-hard @Dodgers Fan.,2011-06-06 16:50:45,"Norwalk, CA & Washington, D.C.",t,1796,20229,2146,"{congressperson,democrat,democrat}",2143.0
580,580,63169388,louiseslaughter,"Honored to serve the people of Rochester and Monroe County, NY. Only microbiologist in Congress and Ranking Member of the House Committee on Rules.",2009-08-05 15:53:07,NY-25,t,1443,19573,2597,"{congressperson,democrat,democrat}",2615.0
581,581,1065995022,RepWalorski,Representing Indiana's Second Congressional District,2013-01-06 15:41:40,,t,704,9632,3778,"{congressperson,republican,republican}",3443.0
582,582,25086658,congbillposey,"Congressman from Florida's 8th district, representing the Space and Treasure Coasts",2009-03-18 15:05:42,"Rockledge, FL",t,932,15125,1223,"{congressperson,republican,republican}",1224.0
583,583,2964174789,SenThomTillis,Official Twitter account of North Carolina U.S. Senator Thom Tillis.,2015-01-06 14:22:18,"Washington, D.C. ",t,3137,21696,2294,"{senator,republican,republican}",2331.0
584,584,24195214,janschakowsky,"Official Twitter account for Rep. Jan Schakowsky, Illinois 9th Congressional District",2009-03-13 16:03:17,"Chicago, IL",t,1217,28084,4892,"{congressperson,democrat,democrat}",3620.0
585,585,249410485,SanfordBishop,"Proudly representing Georgia's 2nd Congressional District.
Ranking Member of MilCon/VA Approps Subcommittee 
http://t.co/jORrdOYPnj",2011-02-09 00:23:10,Georgia 2nd CD & Washington DC,t,787,13018,1622,"{congressperson,democrat,democrat}",1620.0
586,586,310310133,RepStephenLynch,The official Twitter account of Congressman Stephen F. Lynch. Proudly serving the 8th Congressional District of Massachusetts.,2011-06-03 14:48:36,"Washington, D.C. / Boston, MA",t,379,12741,2692,"{congressperson,democrat,democrat}",2712.0
587,587,163570705,repcleaver,"This is the official Twitter page of Congressman Emanuel Cleaver, II, representing Missouri's Fifth District.",2010-07-06 19:14:47,,t,838,22418,4079,"{congressperson,democrat,democrat}",3327.0
588,588,2953974395,RepFrenchHill,Official account for Rep French Hill. Ninth generation Arkansan and Little Rock businessman proudly representing Arkansas's Second Congressional District. #AR2,2014-12-31 23:54:58,"Washington, DC",t,547,5584,1225,"{congressperson,republican,republican}",1242.0
589,589,816705409486618624,RepTomSuozzi,"Representing New York's 3rd Congressional District including parts of Queens, Nassau and Suffolk counties. https://t.co/aWr41ZGlpq",2017-01-04 17:58:38,,t,71,1699,89,"{congressperson,democrat}",97.0
590,590,2962868158,RepDonBeyer,"Representing Virginia's 8th District in Congress. VA8 is NoVa:  Arlington, Alexandria, FallsChurch, Fairfax. Vice-Ranking @SciCmteDems. #ActOnClimate #EqualPay",2015-01-05 22:09:04,Northern Virginia & DC,t,2289,26015,5898,"{congressperson,democrat,democrat}",4810.0
591,591,242836537,SenatorLeahy,,2011-01-25 18:20:07,"Washington, DC",t,1917,70172,9834,"{senator,democrat,democrat}",4202.0
592,592,25781141,repsandylevin,I represent Michigan’s 9th Congressional District and am the Ranking Member of the House Ways and Means Health Subcommittee.,2009-03-22 04:32:56,,t,14137,23301,2369,"{congressperson,democrat,democrat}",2387.0
593,593,816030424778543104,RepCharlieCrist,Representing Florida's 13th Congressional District in the U.S. House of Representatives.,2017-01-02 21:16:29,"St Petersburg, FL",t,161,2144,181,"{congressperson,democrat}",198.0
594,594,637143497,Governor_LePage,The official tweets of Governor Paul LePage.  Retweets and follows are not endorsements.,2012-07-16 17:40:36,"Augusta, Maine",f,302,9299,2135,"{governor,republican}",2137.0
595,595,262756641,senorrinhatch,U.S. Senator from Utah. Tweets are by Sen. Hatch's staff; those signed ogh are from Sen. Hatch himself.,2011-03-08 18:04:18,,t,386,32072,6188,"{republican,senator,republican}",4269.0
596,596,242426145,RepMcGovern,Proudly representing the people of the 2nd District of Massachusetts.,2011-01-24 19:18:36,Massachusetts,t,500,30644,6150,"{congressperson,democrat,democrat}",4563.0
597,597,2970462034,RepKathleenRice,U.S. Representative for #NY04 (Long Island). Former Nassau County DA. Tweets from Kathleen are signed -kr,2015-01-09 21:18:27,"Long Island, NY",t,1024,6957,1635,"{congressperson,democrat,democrat}",1649.0
598,598,1444015610,USRepLong,"Representing Missouri’s 7th District in the United States Congress

Member of the House Energy and Commerce Committee",2013-05-20 15:02:21,,t,4480,8204,5611,"{congressperson,republican,republican}",3486.0
599,599,796183515998068736,RepStephMurphy,Official Twitter account for U.S. Congresswoman Stephanie Murphy - proudly representing Seminole & Orange Counties in the U.S. House of Representatives. #FL07,2016-11-09 02:51:57,"Winter Park, FL",t,278,7223,226,"{congressperson,democrat}",256.0
600,600,2962994194,RepTomMacArthur,Congressman for New Jersey's Third Congressional District,2015-01-05 23:22:19,,t,660,6035,1497,"{congressperson,republican,republican}",1497.0
601,601,234469322,rep_stevewomack,Proud to serve the folks of Arkansas's 3rd District. Follow me on Facebook:  http://t.co/po5GaonDqA,2011-01-05 18:53:03,Arkansas's 3rd District,t,1281,13217,4124,"{congressperson,republican,republican}",3382.0
602,602,2914515430,RepTomEmmer,"Husband, father, hockey fan, and Congressman for Minnesota's 6th District.",2014-12-10 21:44:52,"Otsego, MN | Washington, D.C.",t,205,5025,2408,"{congressperson,republican,republican}",2428.0
603,603,1289319271,RepChrisSmith,"Proud to represent the 4th Congressional District of New Jersey

https://t.co/dYj7YzIRtq",2013-03-22 18:03:53,,t,230,8747,946,"{congressperson,republican,republican}",953.0
604,604,10615232,ChuckGrassley,"U.S. Senator. Family farmer. Lifetime resident of New Hartford, IA. Also follow @GrassleyPress for news and information.",2007-11-26 15:17:02,Iowa,t,14212,121751,5551,"{senator,republican,republican}",3664.0
605,605,1262099252,SenBrianSchatz,"Tweets from the Office of U.S. Senator Brian Schatz, representing the great state of Hawaii.",2013-03-12 14:23:20,,t,1412,15662,1305,"{senator,democrat,democrat}",1310.0
606,606,816111677917851649,RepRooney,Honored to serve the citizens of Florida's 19th Congressional District. Official Government account.,2017-01-03 02:39:21,SWFL,t,151,1187,155,"{congressperson,republican}",162.0
607,607,16102244,davereichert,Representative of the Eighth Congressional District in Washington State,2008-09-02 20:12:26,"Auburn, Washington",t,3024,16833,2770,"{congressperson,republican,republican}",2775.0
608,608,168502762,RepEBJ,"Rep. Eddie Bernice Johnson representing TX-30; Ranking Member of the House Committee on Science, Space and Technology; 1st Registered Nurse in Congress",2010-07-19 14:25:48,"Dallas, Texas",t,2013,23434,7621,"{congressperson,democrat,democrat}",3672.0
609,609,15281676,CandiceMiller,Proudly serving Michigan's 10th Congressional District,2008-06-30 19:41:17,"Shelby Township, Michigan",t,390,12108,875,"{congressperson,republican}",873.0
610,610,19739126,GOPLeader,I serve as Majority Leader and Representative of California's 23rd district in the U.S. House of Representatives.,2009-01-29 22:28:48,"Bakersfield, CA",t,1352,103487,8241,"{congressperson,republican,republican}",3713.0
611,611,34972633,pedropierluisi,I take my responsibility of serving the 3.6 million U.S. citizens of Puerto Rico very seriously and I represent them in Congress with pride.,2009-04-24 16:43:30,Washington D.C. / San Juan,t,10338,48638,7746,"{congressperson,democrat}",3222.0
612,612,2987671552,LarryHogan,62nd Governor of the State of Maryland,2015-01-20 17:50:15,"Annapolis, MD ",t,929,29911,4085,"{governor,republican}",4022.0
613,613,2852998461,RepWesterman,Congressman representing 4th District of Arkansas; Vice Chair of Federal Lands Subcommittee. Husband. Father of four. Hot Springs native. Engineer. Forester.,2014-10-31 03:57:48,"Hot Springs, Arkansas",t,745,5559,2882,"{congressperson,republican,republican}",2905.0
614,614,1209417007,SteveScalise,Serving as House Majority Whip and representing LA-01. Follow me on Facebook: http://t.co/mIQZ2Jh9Gt and Instagram: http://t.co/5wuWc45xvq,2013-02-22 18:10:47,"Jefferson, LA",t,1735,23990,6854,"{congressperson,republican,republican}",4010.0
615,615,235190657,RepChuck,My official House office Twitter account. I work for the people of TN-03.,2011-01-07 15:46:29,"Washington, D.C./TN-03",t,626,10500,1636,"{congressperson,republican,republican}",1634.0
616,616,385429543,RepMcNerney,Proudly representing California's 9th Congressional District. Learn more about my work in Congress at http://t.co/MbFWXH7J,2011-10-05 13:52:58,"Stockton, CA",t,558,14332,1670,"{congressperson,democrat,democrat}",1675.0
617,617,21312077,cbrangel,"Member of the US Congress proudly representing NY's 13th District. Connect with me @cbrangel, https://t.co/lGvwuJPraz and https://t.co/n3g5etgQ8r.",2009-02-19 16:17:10,Washington DC,t,6994,29895,7147,"{congressperson,democrat}",3242.0
618,618,1883356866,RepJohnDuncanJr,"Proudly serving the people of Tennessee's 2nd District in the U.S. Congress, Vice Chairman of @Transport Committee & Member of @GOPoversight.",2013-09-19 14:50:04,"Knoxville, TN",t,345,3713,594,"{congressperson,republican,republican}",593.0
619,619,111721601,GovernorBullock,Husband. Father of three. Runner. Former Attorney General. Honored to serve as Montana's 24th Governor.,2010-02-05 23:11:56,,t,369,15430,4747,"{governor,democrat}",3349.0
620,620,2951574214,RepGarretGraves,Official Twitter Page of Congressman Garret Graves (LA06),2014-12-30 17:51:24,Follow us on Facebook: ,t,716,4552,2118,"{congressperson,republican,republican}",2156.0
621,621,2253968388,RepByrne,I am proud to represent Alabama's First Congressional District in the U.S. House of Representatives.,2013-12-19 19:42:18,Southwest Alabama,t,3376,11384,8859,"{congressperson,republican,republican}",4325.0
622,622,229966028,SenRubioPress,Official account of U.S. Senator @MarcoRubio's PressShop. For more information please visit his website.,2010-12-23 21:22:47,"Florida, USA",t,517,32129,3715,"{senator,republican,republican}",3688.0
623,623,92186819,maziehirono,U.S. Senator Mazie K. Hirono - Proudly Serving the People of Hawaii,2009-11-24 03:10:37,Hawaii,t,1219,30256,4325,"{senator,democrat,democrat}",3475.0
624,624,29501253,RepAdamSchiff,Representing California's 28th Congressional District and Ranking Member of the House Intelligence Committee.,2009-04-07 17:54:35,"Burbank, CA",t,1110,203748,3803,"{congressperson,democrat,democrat}",3736.0
625,625,22523087,repjimcooper,Official feed of U.S. Rep. Jim Cooper. Blue Dog Democrat representing Nashville area in Congress. Married with 3 great kids. Tweets by Jim & staff.,2009-03-02 14:25:32,"Nashville, Tennessee",t,528,14722,1903,"{congressperson,democrat,democrat}",1916.0
626,626,1051446626,RepAnnWagner,"Official Twitter account for Congresswoman Ann Wagner-- proudly Representing the 2nd Congressional District of Missouri
http://t.co/ozYKLyoI",2013-01-01 00:01:45,"Ballwin, MO",t,2760,12436,2438,"{congressperson,republican,republican}",2456.0
627,627,17896154,farenthold,Proudly serving Texas' 27th Congressional District. @GOPoversight @HouseJudiciary @Transport,2008-12-05 12:32:52,"Corpus Christi, TX",t,1015,10867,5913,"{congressperson,republican,republican}",3627.0
628,628,232268199,NYGovCuomo,Official Twitter account for the Governor of New York State. Social Media Use Policy: https://t.co/Oazy5ahlU6,2010-12-30 17:54:04,New York,t,594,285785,22161,"{governor,democrat}",4796.0
629,629,1080844782,RepSinema,"Official twitter feed of U.S. Congresswoman Kyrsten Sinema, serving Arizona's 9th District.",2013-01-11 20:31:03,,t,763,18250,9047,"{congressperson,democrat,democrat}",3922.0
630,630,32010840,repgregwalden,Proudly serving the people of Oregon's Second Congressional District.,2009-04-16 17:31:34,Oregon,t,176,20314,1952,"{congressperson,republican,republican}",1953.0
631,631,225921757,SenatorLankford,Serving the State of Oklahoma in the United States Senate,2010-12-12 20:33:07,"Washington, D.C.",t,545,26991,4111,"{senator,republican,republican}",3657.0
632,632,248495200,sethmoulton,"Congressman for #MA6. Let's bring a new generation of leadership to Washington.

All Tweets are my own.",2011-02-07 03:35:59,"Salem, MA",t,2071,65386,7506,"{congressperson,democrat,democrat}",3977.0
633,633,222286905,RepJoeHeck,Proudly serving Nevada's 3rd Congressional District,2010-12-02 23:59:37,,t,94,12029,3698,"{congressperson,republican}",3238.0
634,634,950328072,reppittenger,"Official Twitter of U.S. Congressman Robert Pittenger, proudly serving North Carolina's 9th District.",2012-11-15 19:31:22,,f,1182,9368,7480,"{congressperson,republican,republican}",4033.0
635,635,76452765,Robert_Aderholt,Proudly serving the 4th Congressional District of Alabama in Congress,2009-09-22 21:16:37,"Haleyville, AL",t,114,13950,1267,"{congressperson,republican,republican}",1267.0
636,636,234128524,SenToddYoung,I proudly serve Hoosier families in the U.S. Senate. Contact my office at (202) 224-5623 for assistance. You can also visit our website for additional info.,2011-01-04 22:35:16,Indiana's 9th District,t,477,17881,3034,"{congressperson,republican,senator,republican}",3037.0
637,637,216881337,RandPaul,"U.S. Senator for Kentucky | I fight for the Constitution, individual liberty and the freedoms that make this country great.",2010-11-17 23:52:35,,t,478,1164773,11006,"{senator,republican,republican}",3684.0
638,638,237299871,RepMoBrooks,Thanks for following me. I'm the Congressman for Alabama's Fifth District and this is my official Twitter page. It's an honor to serve you.,2011-01-12 14:46:14,Alabama,t,1989,15085,1120,"{congressperson,republican,republican}",1132.0
639,639,790257384572743680,YvetteClarke,,2016-10-23 18:23:37,,f,0,38,0,"{congressperson,democrat,democrat}",
640,640,486694111,SenJackReed,Official Twitter feed of Rhode Island’s U.S. Senator Jack Reed.,2012-02-08 15:24:01,"Providence, Rhode Island",t,16,34796,4103,"{senator,democrat,democrat}",3517.0
641,641,90651198,GregAbbott_TX,Texas Governor Greg Abbott's Personal Twitter Feed,2009-11-17 15:27:41,"Austin, TX",t,2968,154705,8105,"{governor,republican}",3595.0
643,643,2750127259,RepLeeZeldin,Official Twitter of U.S. Congressman Lee Zeldin of New York's 1st Congressional District.,2014-08-20 19:25:47,,t,503,5093,839,"{congressperson,republican,republican}",846.0
644,644,17976923,cathymcmorris,"Proudly serving Washington's beautiful 5th District in Congress, Chair of the House Republican Conference. Mom of three.",2008-12-08 23:17:15,"Spokane, WA & Washington, DC",t,5198,36476,6647,"{congressperson,republican,republican}",3720.0
645,645,2853309155,RepCurbelo,"Representing Florida's 26th Congressional District, Husband, Dad, Catholic, Son of Cuban exiles, GOP, UM gradx2, Belen Jesuit",2014-10-31 14:01:43,,t,213,9563,1906,"{congressperson,republican,republican}",1919.0
646,646,41017380,AlanGrayson,Representing Florida's 9th district in Congress.,2009-05-19 01:00:40,"Orlando, FL",t,152,72769,2555,"{congressperson,democrat,democrat}",2553.0
647,647,237814920,RepHultgren,Member of Congress proudly representing IL-14. Member: @HouseScience @FinancialCmte Committees. Co-Chairman: @TLHumanRights. FB profile: http://t.co/cAzY81jGee,2011-01-13 18:03:42,,t,1858,13371,4237,"{congressperson,republican,republican}",3469.0
648,648,1077446982,RepRWilliams,I am honored to represent the 25th Congressional District of Texas. Member of @FinancialCmte.,2013-01-10 19:21:22,Central Texas,t,662,5780,2118,"{congressperson,republican,republican}",2135.0
649,649,19418459,JerryBrownGov,On Facebook at: http://t.co/ZhAotX27jb,2009-01-23 22:42:45,California,t,34,1107992,2097,"{democrat,governor,democrat}",2099.0
650,650,811313565760163844,SenCortezMasto,U.S. Senator from the great state of Nevada.,2016-12-20 20:53:22,,t,232,10069,482,"{senator,democrat}",517.0
651,651,937723303,RepJohnDelaney,"Official Twitter page for Congressman John K. Delaney, representing Maryland’s Sixth Congressional District in the U.S. House of Representatives.",2012-11-09 20:40:22,Maryland's Sixth District,t,1385,12860,4626,"{congressperson,democrat,democrat}",3710.0
652,652,20002401,RepSteveIsrael,"Recovering Congressman. Author of ""The Global War On Morris.""",2009-02-03 20:45:30,"Huntington, NY",t,813,29033,4443,"{congressperson,democrat}",3458.0
653,653,1060984272,RepEsty,"Mom, community advocate, and U.S. Representative for Connecticut's 5th Congressional District. This is the official account for my Congressional office.",2013-01-04 17:36:04,"Cheshire, CT",t,1380,15020,4635,"{congressperson,democrat,democrat}",3744.0
